transaction_id,amount,failure_reason,payment_method,customer_type,attempts,previous_success_rate,previous_failed_payments,customer_tenure_months,hours_since_failure,recovered
TXN04267,13619,technical_error,credit_card,regular,1,0.9,2,5,60,1
TXN04268,2973,bank_decline,credit_card,new,1,0.33,4,41,70,0
TXN04269,10843,bank_decline,net_banking,regular,2,0.76,2,1,44,0
TXN04270,1788,bank_decline,upi,new,2,0.72,3,12,32,0
TXN04271,10391,bank_decline,net_banking,new,2,0.42,3,22,14,0
TXN04272,2245,bank_decline,debit_card,new,2,0.84,1,42,71,1
TXN04273,11048,bank_decline,credit_card,loyal,3,0.48,3,10,14,0
TXN04274,6525,bank_decline,debit_card,regular,3,0.89,6,37,37,1
TXN04275,13046,card_expired,net_banking,regular,1,0.6,5,36,54,0
TXN04276,12254,bank_decline,upi,regular,2,0.72,6,6,7,0
TXN04277,13488,card_expired,net_banking,loyal,1,0.97,2,6,65,1
TXN04278,4069,technical_error,net_banking,loyal,3,0.91,1,30,61,1
TXN04279,2823,bank_decline,debit_card,new,2,0.8,2,44,67,0
TXN04280,14844,bank_decline,debit_card,regular,3,0.31,3,1,38,1
TXN04281,10493,technical_error,debit_card,regular,2,0.35,4,54,58,0
TXN04282,13083,technical_error,debit_card,regular,3,0.91,1,49,7,0
TXN04283,12872,insufficient_funds,debit_card,regular,1,0.96,6,32,16,1
TXN04284,6579,card_expired,debit_card,new,1,0.88,0,2,71,0
TXN04285,7701,technical_error,upi,loyal,1,0.55,1,46,40,1
TXN04286,12907,card_expired,net_banking,new,1,0.69,6,47,1,0
TXN04287,5666,card_expired,debit_card,regular,3,0.71,5,14,4,0
TXN04288,4601,network_error,debit_card,loyal,2,0.53,1,9,66,1
TXN04289,12197,technical_error,upi,loyal,3,0.71,6,29,57,0
TXN04290,652,card_expired,credit_card,regular,1,0.32,2,25,13,0
TXN04291,13097,insufficient_funds,debit_card,regular,1,0.98,6,18,11,0
TXN04292,11021,card_expired,upi,regular,1,0.56,3,6,49,0
TXN04293,11710,card_expired,net_banking,new,1,0.92,3,46,63,0
TXN04294,13838,network_error,upi,regular,2,0.87,3,28,16,1
TXN04295,4959,technical_error,net_banking,regular,1,0.49,3,33,47,0
TXN04296,10485,network_error,upi,new,3,0.8,4,33,61,1
TXN04297,3595,bank_decline,debit_card,new,3,0.41,1,46,29,0
TXN04298,9788,technical_error,debit_card,new,2,0.68,0,1,60,0
TXN04299,2213,insufficient_funds,debit_card,loyal,3,0.3,5,18,66,0
TXN04300,12988,bank_decline,net_banking,regular,2,0.35,6,53,35,0
TXN04301,7812,card_expired,net_banking,new,2,0.51,4,38,30,0
TXN04302,14813,network_error,net_banking,loyal,3,0.51,3,42,52,1
TXN04303,13092,card_expired,net_banking,regular,2,0.79,3,26,33,0
TXN04304,6656,network_error,upi,new,1,0.64,5,60,44,0
TXN04305,2488,technical_error,net_banking,regular,2,0.9,1,5,63,1
TXN04306,4910,technical_error,net_banking,loyal,1,0.7,4,32,19,1
TXN04307,5100,bank_decline,debit_card,new,1,0.59,5,45,71,0
TXN04308,865,card_expired,debit_card,loyal,3,0.62,5,15,68,0
TXN04309,11432,bank_decline,credit_card,new,2,0.84,1,20,54,0
TXN04310,7274,insufficient_funds,credit_card,new,1,0.84,0,17,32,1
TXN04311,1657,technical_error,debit_card,loyal,1,0.46,0,58,11,1
TXN04312,2035,technical_error,upi,loyal,1,0.57,2,33,69,1
TXN04313,8769,card_expired,upi,regular,1,0.77,2,10,51,1
TXN04314,1425,bank_decline,debit_card,regular,3,0.61,2,23,59,0
TXN04315,8773,insufficient_funds,upi,new,2,0.95,4,13,65,0
TXN04316,1658,insufficient_funds,upi,regular,2,0.95,4,28,32,0
TXN04317,3531,technical_error,upi,loyal,3,0.67,5,17,9,1
TXN04318,8947,insufficient_funds,upi,loyal,2,0.91,5,8,15,0
TXN04319,12241,card_expired,debit_card,regular,2,0.94,2,41,61,0
TXN04320,2954,technical_error,debit_card,regular,3,0.94,2,9,56,1
TXN04321,6129,network_error,net_banking,loyal,2,0.43,3,37,7,1
TXN04322,14580,network_error,debit_card,loyal,2,0.85,4,49,8,1
TXN04323,10360,bank_decline,debit_card,new,1,0.67,5,30,21,1
TXN04324,2307,network_error,upi,loyal,1,0.69,5,18,46,0
TXN04325,6470,insufficient_funds,upi,loyal,2,0.58,1,10,5,1
TXN04326,5714,card_expired,net_banking,new,3,0.84,4,14,46,1
TXN04327,2750,bank_decline,debit_card,loyal,1,0.56,2,16,69,1
TXN04328,4730,network_error,debit_card,new,3,0.64,2,55,68,0
TXN04329,1273,bank_decline,debit_card,new,1,0.9,4,20,25,0
TXN04330,5877,network_error,net_banking,regular,2,0.31,5,39,28,0
TXN04331,4242,insufficient_funds,credit_card,loyal,3,0.94,4,39,60,1
TXN04332,4541,bank_decline,credit_card,regular,1,0.36,4,1,60,0
TXN04333,11165,technical_error,debit_card,new,3,0.52,5,16,17,0
TXN04334,8211,card_expired,debit_card,regular,2,0.54,2,29,51,1
TXN04335,2285,card_expired,upi,regular,1,0.53,2,36,14,0
TXN04336,1794,insufficient_funds,net_banking,regular,2,0.37,5,16,28,0
TXN04337,9655,insufficient_funds,upi,new,2,0.78,6,9,9,0
TXN04338,10713,network_error,debit_card,regular,1,0.73,4,4,56,1
TXN04339,10337,technical_error,upi,loyal,1,0.91,6,29,61,1
TXN04340,11748,technical_error,credit_card,new,3,0.89,6,3,29,0
TXN04341,2033,technical_error,credit_card,new,2,0.54,1,37,47,1
TXN04342,11143,network_error,upi,new,1,0.84,0,27,24,0
TXN04343,750,card_expired,upi,loyal,1,0.33,5,18,33,0
TXN04344,4315,insufficient_funds,net_banking,regular,2,0.47,6,11,54,0
TXN04345,4343,insufficient_funds,debit_card,loyal,3,0.31,0,30,20,1
TXN04346,14768,card_expired,net_banking,loyal,3,0.46,1,30,66,1
TXN04347,10476,technical_error,net_banking,loyal,2,0.75,0,4,28,1
TXN04348,12497,bank_decline,debit_card,new,1,0.33,0,58,8,0
TXN04349,3668,insufficient_funds,upi,loyal,3,0.89,5,31,58,0
TXN04350,4847,card_expired,upi,loyal,2,0.38,1,36,40,0
TXN04351,10918,network_error,debit_card,regular,2,0.85,5,14,29,1
TXN04352,4902,card_expired,upi,loyal,3,0.58,6,34,37,0
TXN04353,12835,network_error,upi,regular,3,0.58,1,22,16,1
TXN04354,8311,insufficient_funds,upi,new,3,0.55,6,47,64,0
TXN04355,11252,card_expired,upi,loyal,3,0.55,4,27,42,0
TXN04356,406,network_error,debit_card,loyal,1,0.6,2,10,24,1
TXN04357,6674,bank_decline,upi,loyal,1,0.36,4,11,24,0
TXN04358,2295,bank_decline,credit_card,loyal,2,0.53,3,59,48,0
TXN04359,3443,card_expired,debit_card,new,2,0.57,0,18,9,0
TXN04360,7239,bank_decline,debit_card,new,1,0.72,3,3,70,1
TXN04361,13144,card_expired,debit_card,new,3,0.68,0,2,26,0
TXN04362,12606,insufficient_funds,upi,loyal,1,0.71,1,39,48,1
TXN04363,11935,bank_decline,net_banking,new,3,0.48,3,52,56,0
TXN04364,11138,technical_error,upi,new,3,0.34,4,30,69,0
TXN04365,11000,bank_decline,net_banking,regular,2,0.77,0,4,57,0
TXN04366,5290,bank_decline,net_banking,regular,2,0.56,2,45,72,0
TXN04367,11411,network_error,upi,new,3,0.58,1,57,46,0
TXN04368,468,technical_error,upi,regular,3,0.42,6,41,55,1
TXN04369,8010,insufficient_funds,net_banking,regular,3,0.81,1,14,19,1
TXN04370,12232,insufficient_funds,net_banking,new,3,0.94,5,53,53,0
TXN04371,13635,technical_error,debit_card,regular,1,0.79,2,30,23,1
TXN04372,11209,insufficient_funds,upi,loyal,2,0.9,3,27,51,1
TXN04373,5990,network_error,upi,loyal,3,0.81,0,35,7,0
TXN04374,14455,technical_error,net_banking,new,3,0.85,3,49,67,0
TXN04375,7914,technical_error,debit_card,regular,2,0.71,2,57,3,0
TXN04376,11344,technical_error,upi,new,3,0.95,4,46,42,1
TXN04377,1620,insufficient_funds,upi,regular,1,0.88,4,15,31,0
TXN04378,9120,insufficient_funds,credit_card,new,2,0.69,1,18,61,0
TXN04379,1316,insufficient_funds,debit_card,regular,2,0.71,6,16,71,0
TXN04380,1691,insufficient_funds,debit_card,new,1,0.56,0,33,47,1
TXN04381,296,insufficient_funds,debit_card,loyal,1,0.55,1,5,25,1
TXN04382,13732,card_expired,debit_card,loyal,1,0.5,0,38,71,1
TXN04383,2951,card_expired,credit_card,new,1,0.38,4,59,55,0
TXN04384,772,network_error,debit_card,loyal,2,0.71,6,16,13,0
TXN04385,7679,card_expired,upi,regular,3,0.77,0,1,1,0
TXN04386,10950,technical_error,credit_card,regular,2,0.89,6,57,28,0
TXN04387,3053,bank_decline,upi,loyal,1,0.47,1,51,66,0
TXN04388,8080,network_error,upi,new,2,0.49,3,20,56,0
TXN04389,2060,card_expired,credit_card,loyal,3,0.68,0,9,62,1
TXN04390,3253,network_error,upi,new,1,0.72,5,47,67,1
TXN04391,14447,technical_error,debit_card,regular,3,0.79,5,8,23,0
TXN04392,2948,network_error,net_banking,loyal,3,0.31,2,56,28,1
TXN04393,11634,network_error,debit_card,new,3,0.8,2,12,58,1
TXN04394,6113,insufficient_funds,credit_card,new,1,0.45,0,28,60,0
TXN04395,12087,bank_decline,debit_card,loyal,3,0.45,3,32,4,1
TXN04396,12610,network_error,net_banking,regular,3,0.38,6,28,60,0
TXN04397,12356,technical_error,net_banking,loyal,1,0.95,0,12,41,1
TXN04398,3293,technical_error,net_banking,regular,1,0.59,1,50,3,1
TXN04399,868,technical_error,upi,new,2,0.77,2,14,3,1
TXN04400,11238,network_error,upi,new,1,0.71,2,50,10,1
TXN04401,5815,network_error,net_banking,regular,2,0.3,2,33,41,1
TXN04402,4971,card_expired,net_banking,regular,1,0.46,3,33,33,0
TXN04403,10193,card_expired,credit_card,loyal,1,0.68,5,15,4,0
TXN04404,6634,bank_decline,upi,new,2,0.93,1,21,42,0
TXN04405,327,network_error,net_banking,new,2,0.41,5,39,57,1
TXN04406,12079,insufficient_funds,debit_card,loyal,1,0.38,5,36,31,1
TXN04407,6114,network_error,credit_card,new,1,0.86,2,2,55,0
TXN04408,14123,card_expired,credit_card,new,3,0.71,2,2,23,0
TXN04409,6773,bank_decline,credit_card,new,3,0.62,5,54,35,0
TXN04410,7976,network_error,credit_card,regular,1,0.75,2,35,46,0
TXN04411,14254,card_expired,net_banking,loyal,3,0.58,1,41,12,1
TXN04412,13068,bank_decline,credit_card,regular,3,0.75,0,20,39,0
TXN04413,1514,insufficient_funds,credit_card,loyal,1,0.92,0,49,36,0
TXN04414,5693,card_expired,net_banking,loyal,2,0.62,3,58,10,0
TXN04415,5743,insufficient_funds,upi,loyal,2,0.8,0,31,5,1
TXN04416,13145,network_error,net_banking,regular,2,0.53,3,56,60,0
TXN04417,857,insufficient_funds,debit_card,loyal,1,0.68,2,46,45,0
TXN04418,5202,card_expired,debit_card,regular,2,0.75,2,56,25,0
TXN04419,1171,technical_error,upi,loyal,3,0.74,1,35,35,1
TXN04420,9303,card_expired,debit_card,regular,3,0.64,1,30,22,0
TXN04421,14559,insufficient_funds,debit_card,loyal,3,0.53,3,58,3,1
TXN04422,14964,bank_decline,credit_card,loyal,1,0.69,3,43,55,1
TXN04423,10135,technical_error,upi,regular,2,0.66,2,9,59,1
TXN04424,9329,insufficient_funds,upi,loyal,2,0.84,2,9,31,0
TXN04425,9261,technical_error,net_banking,loyal,2,0.58,6,10,61,1
TXN04426,14397,insufficient_funds,debit_card,regular,1,0.94,5,11,8,0
TXN04427,6934,card_expired,debit_card,new,2,0.83,0,17,18,1
TXN04428,6726,insufficient_funds,upi,loyal,2,0.42,6,27,28,0
TXN04429,13302,technical_error,net_banking,new,1,0.43,3,3,37,1
TXN04430,6160,bank_decline,credit_card,loyal,3,0.94,1,18,38,0
TXN04431,1577,network_error,credit_card,regular,2,0.48,4,17,38,0
TXN04432,5646,card_expired,upi,new,1,0.73,4,46,39,1
TXN04433,10447,bank_decline,net_banking,new,3,0.37,2,5,21,0
TXN04434,2215,card_expired,upi,regular,3,0.72,2,43,50,0
TXN04435,9811,technical_error,net_banking,new,2,0.6,1,21,28,0
TXN04436,10387,technical_error,net_banking,regular,3,0.69,0,24,31,0
TXN04437,1201,card_expired,upi,new,2,0.55,5,5,68,0
TXN04438,4754,card_expired,debit_card,loyal,1,0.33,3,53,72,1
TXN04439,5513,insufficient_funds,credit_card,new,3,0.64,1,17,52,0
TXN04440,4109,card_expired,net_banking,new,2,0.44,0,53,10,0
TXN04441,10553,card_expired,credit_card,regular,2,0.8,4,25,15,0
TXN04442,6386,technical_error,net_banking,new,3,0.6,2,39,14,0
TXN04443,2609,network_error,net_banking,loyal,3,0.73,3,22,2,1
TXN04444,14118,bank_decline,net_banking,new,2,0.7,0,7,22,1
TXN04445,2473,insufficient_funds,credit_card,regular,1,0.3,2,49,7,1
TXN04446,8074,insufficient_funds,net_banking,loyal,1,0.73,0,60,23,1
TXN04447,6607,network_error,upi,loyal,3,0.72,2,10,48,1
TXN04448,7770,technical_error,net_banking,regular,3,0.71,5,49,58,0
TXN04449,4480,insufficient_funds,credit_card,new,3,0.35,0,18,35,0
TXN04450,6626,network_error,net_banking,new,2,0.42,5,55,69,0
TXN04451,1309,bank_decline,upi,new,3,0.78,6,21,35,0
TXN04452,5502,card_expired,net_banking,new,2,0.78,4,33,22,0
TXN04453,670,bank_decline,upi,regular,2,0.69,5,53,69,0
TXN04454,3623,card_expired,net_banking,regular,1,0.62,5,41,13,1
TXN04455,9811,insufficient_funds,upi,loyal,3,0.66,2,1,36,0
TXN04456,3966,technical_error,credit_card,new,2,0.96,3,48,4,0
TXN04457,8895,bank_decline,net_banking,loyal,3,0.96,3,46,2,0
TXN04458,7067,insufficient_funds,upi,regular,3,0.62,3,2,63,0
TXN04459,1541,insufficient_funds,credit_card,new,1,0.64,1,25,22,0
TXN04460,6420,bank_decline,upi,new,3,0.32,6,9,36,0
TXN04461,5006,network_error,upi,loyal,3,0.46,3,24,31,1
TXN04462,13325,bank_decline,debit_card,regular,2,0.82,4,22,5,0
TXN04463,12041,card_expired,upi,regular,2,0.91,3,57,33,0
TXN04464,12479,bank_decline,debit_card,regular,1,0.42,2,53,71,0
TXN04465,7069,card_expired,credit_card,new,3,0.63,2,50,22,0
TXN04466,14157,card_expired,debit_card,loyal,2,0.68,6,55,55,0
TXN04467,2855,insufficient_funds,net_banking,regular,2,0.76,4,60,7,1
TXN04468,13633,insufficient_funds,upi,regular,1,0.6,0,36,34,0
TXN04469,5811,technical_error,credit_card,new,2,0.4,4,48,41,0
TXN04470,5445,insufficient_funds,upi,new,3,0.98,5,39,62,0
TXN04471,4257,bank_decline,debit_card,loyal,2,0.58,2,9,56,0
TXN04472,556,bank_decline,credit_card,loyal,2,0.4,3,51,32,0
TXN04473,14702,card_expired,credit_card,new,3,0.71,4,32,25,0
TXN04474,8740,insufficient_funds,net_banking,regular,3,0.91,1,43,28,0
TXN04475,872,bank_decline,credit_card,loyal,3,0.34,0,52,50,1
TXN04476,4217,insufficient_funds,debit_card,new,3,0.85,2,19,12,0
TXN04477,5137,insufficient_funds,net_banking,loyal,2,0.34,1,44,3,0
TXN04478,3463,network_error,debit_card,regular,3,0.67,5,11,9,1
TXN04479,4136,card_expired,net_banking,loyal,3,0.93,3,30,60,0
TXN04480,14180,card_expired,upi,regular,2,0.51,2,20,43,0
TXN04481,1153,insufficient_funds,upi,loyal,1,0.72,6,56,33,1
TXN04482,12840,network_error,credit_card,new,1,0.56,1,37,41,1
TXN04483,4050,network_error,debit_card,new,3,0.47,5,57,11,1
TXN04484,11320,network_error,upi,loyal,3,0.51,5,51,4,0
TXN04485,2547,card_expired,upi,new,2,0.39,6,28,2,0
TXN04486,4811,network_error,upi,loyal,1,0.81,2,20,65,1
TXN04487,2775,network_error,net_banking,regular,3,0.97,5,17,18,1
TXN04488,14597,technical_error,net_banking,new,1,0.42,2,4,56,0
TXN04489,13717,card_expired,debit_card,regular,1,0.75,1,15,47,0
TXN04490,3579,card_expired,net_banking,new,1,0.55,1,35,34,0
TXN04491,12758,technical_error,credit_card,loyal,3,0.91,5,38,39,0
TXN04492,6069,network_error,net_banking,loyal,3,0.53,4,5,36,1
TXN04493,13577,card_expired,upi,regular,2,0.47,2,10,31,0
TXN04494,296,network_error,upi,new,2,0.42,6,10,68,0
TXN04495,9020,bank_decline,upi,regular,2,0.91,6,5,65,0
TXN04496,12686,card_expired,upi,new,1,0.91,2,25,58,0
TXN04497,12465,technical_error,debit_card,regular,2,0.4,5,22,6,0
TXN04498,8449,network_error,credit_card,loyal,2,0.75,3,31,5,0
TXN04499,8314,insufficient_funds,upi,loyal,2,0.33,1,7,53,1
TXN04500,11072,bank_decline,credit_card,loyal,2,0.7,1,52,12,1
TXN04501,4594,bank_decline,net_banking,regular,1,0.63,2,42,23,0
TXN04502,11859,insufficient_funds,debit_card,loyal,2,0.63,4,22,12,0
TXN04503,11342,network_error,net_banking,regular,3,0.94,0,23,46,1
TXN04504,1999,bank_decline,upi,regular,3,0.58,6,27,54,0
TXN04505,9739,bank_decline,credit_card,loyal,1,0.59,5,16,50,1
TXN04506,10673,network_error,upi,loyal,2,0.51,5,27,15,0
TXN04507,1375,insufficient_funds,debit_card,loyal,2,0.58,1,12,17,1
TXN04508,6285,network_error,debit_card,regular,2,0.71,0,38,17,1
TXN04509,2580,card_expired,net_banking,loyal,2,0.68,6,45,50,0
TXN04510,9267,bank_decline,net_banking,loyal,3,0.73,3,48,26,1
TXN04511,7160,insufficient_funds,credit_card,regular,1,0.64,0,17,27,1
TXN04512,14536,insufficient_funds,debit_card,regular,3,0.8,3,17,18,1
TXN04513,2174,insufficient_funds,net_banking,regular,2,0.7,5,50,2,1
TXN04514,6597,insufficient_funds,credit_card,loyal,1,0.69,4,56,55,1
TXN04515,11376,network_error,upi,loyal,2,0.45,3,1,54,0
TXN04516,3047,insufficient_funds,credit_card,regular,1,0.54,3,14,46,0
TXN04517,6322,card_expired,upi,new,3,0.65,6,5,1,0
TXN04518,14615,network_error,credit_card,new,3,0.41,1,2,28,0
TXN04519,5255,technical_error,debit_card,loyal,2,0.51,5,25,27,0
TXN04520,5522,insufficient_funds,debit_card,regular,2,0.35,4,33,20,1
TXN04521,4178,technical_error,credit_card,loyal,2,0.88,5,46,43,1
TXN04522,6967,insufficient_funds,credit_card,loyal,2,0.44,5,43,9,0
TXN04523,1738,insufficient_funds,credit_card,regular,2,0.84,0,52,27,0
TXN04524,7145,card_expired,net_banking,new,2,0.74,4,20,62,0
TXN04525,1406,insufficient_funds,debit_card,regular,2,0.7,2,22,2,1
TXN04526,11404,card_expired,credit_card,loyal,1,0.75,4,18,4,0
TXN04527,8237,bank_decline,debit_card,regular,3,0.77,5,48,14,0
TXN04528,2744,bank_decline,upi,new,3,0.6,5,22,54,0
TXN04529,1807,technical_error,upi,new,3,0.47,2,26,65,0
TXN04530,1209,card_expired,credit_card,new,3,0.88,3,22,20,0
TXN04531,14197,technical_error,upi,loyal,3,0.35,2,11,65,1
TXN04532,8437,insufficient_funds,credit_card,loyal,1,0.52,2,38,60,0
TXN04533,6977,bank_decline,credit_card,new,2,0.79,3,55,46,0
TXN04534,13948,bank_decline,debit_card,loyal,1,0.95,5,52,50,1
TXN04535,9497,bank_decline,upi,loyal,3,0.75,0,57,17,0
TXN04536,9406,bank_decline,upi,new,3,0.88,6,17,41,0
TXN04537,13858,card_expired,net_banking,new,3,0.9,4,35,56,0
TXN04538,5769,network_error,credit_card,loyal,3,0.88,5,24,45,0
TXN04539,12403,card_expired,debit_card,new,1,0.68,5,48,47,0
TXN04540,12599,technical_error,debit_card,regular,1,0.93,4,50,37,1
TXN04541,10638,card_expired,credit_card,regular,2,0.37,6,21,30,0
TXN04542,11758,technical_error,net_banking,loyal,1,0.98,3,9,1,1
TXN04543,676,insufficient_funds,debit_card,loyal,3,0.37,0,11,2,0
TXN04544,9667,technical_error,net_banking,regular,2,0.59,1,29,21,0
TXN04545,3466,card_expired,debit_card,regular,2,0.64,3,24,54,0
TXN04546,7736,network_error,credit_card,regular,2,0.75,2,32,37,0
TXN04547,14069,insufficient_funds,net_banking,regular,2,0.32,2,26,58,0
TXN04548,4197,network_error,net_banking,regular,3,0.71,4,48,44,1
TXN04549,7174,technical_error,net_banking,loyal,1,0.79,0,49,46,1
TXN04550,8434,card_expired,credit_card,new,1,0.52,0,9,23,0
TXN04551,14653,card_expired,debit_card,regular,2,0.97,6,33,7,0
TXN04552,9433,bank_decline,credit_card,regular,1,0.88,6,19,50,1
TXN04553,5368,technical_error,net_banking,loyal,1,0.33,0,59,8,0
TXN04554,772,card_expired,debit_card,loyal,3,0.94,2,26,57,0
TXN04555,11817,insufficient_funds,upi,loyal,2,0.49,6,26,30,0
TXN04556,10623,network_error,upi,new,1,0.37,4,21,49,0
TXN04557,8779,insufficient_funds,debit_card,new,1,0.95,2,19,17,0
TXN04558,9072,bank_decline,debit_card,regular,3,0.35,0,58,6,0
TXN04559,5989,technical_error,upi,loyal,1,0.69,1,43,37,1
TXN04560,3172,bank_decline,net_banking,loyal,3,0.8,4,3,30,0
TXN04561,2485,insufficient_funds,net_banking,loyal,2,0.97,3,55,56,1
TXN04562,10567,card_expired,debit_card,loyal,3,0.69,2,58,10,0
TXN04563,12997,bank_decline,credit_card,loyal,1,0.68,6,31,71,1
TXN04564,7755,bank_decline,upi,loyal,3,0.74,0,34,13,0
TXN04565,6875,insufficient_funds,debit_card,loyal,3,0.75,5,40,58,0
TXN04566,3155,card_expired,net_banking,new,3,0.41,0,31,16,0
TXN04567,5261,technical_error,credit_card,loyal,2,0.38,1,53,14,1
TXN04568,7898,technical_error,net_banking,new,2,0.6,3,26,58,0
TXN04569,9914,insufficient_funds,debit_card,new,1,0.34,1,34,57,0
TXN04570,7373,bank_decline,credit_card,regular,3,0.72,1,16,2,1
TXN04571,412,card_expired,net_banking,regular,3,0.63,4,56,22,0
TXN04572,9982,card_expired,debit_card,regular,2,0.53,3,5,25,0
TXN04573,4817,technical_error,net_banking,regular,2,0.77,0,45,40,1
TXN04574,7615,bank_decline,debit_card,regular,2,0.79,6,20,67,0
TXN04575,14225,bank_decline,debit_card,loyal,2,0.75,4,37,7,0
TXN04576,13575,technical_error,upi,new,1,0.86,2,48,56,1
TXN04577,4290,insufficient_funds,upi,new,2,0.61,2,48,54,0
TXN04578,807,bank_decline,credit_card,loyal,2,0.81,6,35,2,0
TXN04579,9122,insufficient_funds,debit_card,new,3,0.45,3,21,8,0
TXN04580,8144,bank_decline,net_banking,new,1,0.93,2,48,45,1
TXN04581,11474,insufficient_funds,debit_card,loyal,3,0.4,2,40,47,1
TXN04582,12804,bank_decline,net_banking,new,2,0.35,6,57,44,0
TXN04583,14179,technical_error,debit_card,regular,1,0.66,0,53,26,0
TXN04584,4612,insufficient_funds,net_banking,new,2,0.37,4,48,50,0
TXN04585,11918,technical_error,net_banking,loyal,2,0.95,2,31,54,1
TXN04586,3146,insufficient_funds,net_banking,new,1,0.77,2,42,36,0
TXN04587,12609,card_expired,debit_card,regular,3,0.37,6,13,16,0
TXN04588,2739,insufficient_funds,upi,new,3,0.95,5,15,18,0
TXN04589,11623,network_error,net_banking,new,2,0.46,4,17,13,0
TXN04590,6106,bank_decline,upi,regular,2,0.34,4,40,22,0
TXN04591,14905,technical_error,debit_card,new,2,0.82,0,57,30,1
TXN04592,3880,network_error,debit_card,new,3,0.4,3,13,42,0
TXN04593,14471,technical_error,credit_card,regular,2,0.69,6,35,49,1
TXN04594,1842,card_expired,net_banking,loyal,1,0.36,1,50,47,1
TXN04595,7045,insufficient_funds,net_banking,loyal,2,0.56,5,14,39,0
TXN04596,1028,technical_error,debit_card,new,1,0.69,6,24,70,1
TXN04597,8730,technical_error,upi,regular,2,0.93,5,14,51,1
TXN04598,6698,insufficient_funds,debit_card,new,3,0.5,0,7,61,1
TXN04599,6657,insufficient_funds,credit_card,new,1,0.78,3,20,7,0
TXN04600,13470,bank_decline,net_banking,regular,3,0.35,0,28,31,0
TXN04601,10882,insufficient_funds,credit_card,new,1,0.34,5,7,50,0
TXN04602,12792,card_expired,net_banking,new,1,0.66,2,54,41,0
TXN04603,4953,network_error,upi,regular,3,0.92,6,25,20,1
TXN04604,9619,bank_decline,credit_card,new,3,0.3,2,34,55,0
TXN04605,6469,card_expired,credit_card,loyal,3,0.84,1,56,50,0
TXN04606,5052,card_expired,credit_card,loyal,1,0.6,4,43,43,1
TXN04607,13787,technical_error,credit_card,loyal,2,0.91,1,58,40,1
TXN04608,591,card_expired,net_banking,loyal,2,0.67,2,21,61,0
TXN04609,3818,insufficient_funds,credit_card,regular,2,0.34,1,59,36,1
TXN04610,3664,technical_error,debit_card,regular,2,0.8,6,54,2,1
TXN04611,13311,network_error,credit_card,loyal,2,0.81,4,34,48,1
TXN04612,4195,network_error,upi,loyal,3,0.32,3,28,57,1
TXN04613,9061,bank_decline,debit_card,new,3,0.44,0,32,11,0
TXN04614,9619,bank_decline,upi,regular,3,0.85,1,37,71,0
TXN04615,4995,technical_error,debit_card,new,1,0.86,1,33,71,1
TXN04616,13080,insufficient_funds,credit_card,loyal,3,0.88,5,23,18,1
TXN04617,7416,card_expired,credit_card,new,1,0.58,3,11,43,0
TXN04618,14143,bank_decline,credit_card,regular,3,0.46,5,9,36,0
TXN04619,10032,network_error,debit_card,loyal,2,0.46,1,53,22,1
TXN04620,12354,insufficient_funds,net_banking,regular,3,0.57,1,51,31,0
TXN04621,8487,bank_decline,upi,new,3,0.87,3,42,51,0
TXN04622,3648,technical_error,upi,new,3,0.68,2,48,68,1
TXN04623,3882,network_error,net_banking,loyal,2,0.86,2,36,53,1
TXN04624,13790,insufficient_funds,credit_card,loyal,2,0.85,2,4,35,0
TXN04625,8574,card_expired,credit_card,regular,3,0.32,2,8,72,0
TXN04626,3663,card_expired,net_banking,new,1,0.34,0,31,33,0
TXN04627,7909,technical_error,debit_card,loyal,1,0.77,3,8,63,0
TXN04628,14193,network_error,credit_card,new,3,0.47,3,34,65,0
TXN04629,8882,card_expired,upi,loyal,2,0.81,3,19,36,0
TXN04630,6833,card_expired,credit_card,regular,1,0.45,3,47,8,0
TXN04631,14146,card_expired,upi,new,1,0.3,0,35,1,0
TXN04632,8666,technical_error,debit_card,loyal,3,0.4,6,55,17,0
TXN04633,11314,technical_error,upi,new,2,0.45,1,50,47,1
TXN04634,498,insufficient_funds,net_banking,loyal,3,0.52,3,24,17,0
TXN04635,7254,card_expired,upi,loyal,1,0.45,5,7,55,0
TXN04636,7898,technical_error,credit_card,regular,2,0.4,6,42,71,1
TXN04637,5742,insufficient_funds,net_banking,regular,2,0.41,6,57,66,0
TXN04638,10247,insufficient_funds,credit_card,new,3,0.82,2,16,47,1
TXN04639,11639,card_expired,credit_card,loyal,3,0.67,2,13,24,0
TXN04640,9356,card_expired,debit_card,regular,3,0.89,0,6,33,0
TXN04641,10069,card_expired,upi,regular,2,0.49,3,13,58,0
TXN04642,805,bank_decline,credit_card,loyal,2,0.61,0,39,40,1
TXN04643,13173,card_expired,upi,loyal,2,0.94,1,40,50,1
TXN04644,713,insufficient_funds,upi,new,2,0.62,3,35,13,0
TXN04645,8701,network_error,upi,new,3,0.76,2,28,36,0
TXN04646,719,card_expired,debit_card,new,3,0.64,6,33,59,0
TXN04647,13337,network_error,net_banking,loyal,3,0.37,2,33,60,1
TXN04648,6920,insufficient_funds,upi,new,1,0.32,4,55,43,0
TXN04649,9308,card_expired,net_banking,new,1,0.56,6,31,21,0
TXN04650,1292,technical_error,debit_card,loyal,1,0.41,3,49,72,0
TXN04651,14091,technical_error,upi,loyal,1,0.48,5,38,9,0
